Variable,hhid,personid,respondent,cohort,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1k,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn5a,qn5b,qn5c,qn6a,qn6b,qn7,qn8a,qn8b,qn9,qn10a,qn10b,qn11a,qn11aa,qn12,qn13,qn18a,qn18b,qn18c,qn18d01,qn18dmnth,qn18dyear,qn18e,qn19b,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn26b,qn26d,qn26e,qn26estate,qn26f,qn26h,qn27a,qn27b01,qn27bmnth,qn27byear,qn27c,qn28a,qn28b,qn29b,qn29c,qn29c_months,Weight_person,Weight_person_pop,Weight_person_R1,Weight_person_R2,Weight_person_R3,Weight_person_R4,Weight_person_R5,Weight_person_R6,Weight_person_R7,Weight_person_R8,Weight_person_R9,Weight_person_R10,Weight_person_R11,Weight_person_R12,Weight_person_R13,Weight_person_R14,Weight_person_R15,Weight_person_R16,Weight_person_R17,Weight_person_R18,Weight_person_R19,Weight_person_R20,Weight_person_R21,Weight_person_R22,Weight_person_R23,Weight_person_pop_R1,Weight_person_pop_R2,Weight_person_pop_R3,Weight_person_pop_R4,Weight_person_pop_R5,Weight_person_pop_R6,Weight_person_pop_R7,Weight_person_pop_R8,Weight_person_pop_R9,Weight_person_pop_R10,Weight_person_pop_R11,Weight_person_pop_R12,Weight_person_pop_R13,Weight_person_pop_R14,Weight_person_pop_R15,Weight_person_pop_R16,Weight_person_pop_R17,Weight_person_pop_R18,Weight_person_pop_R19,Weight_person_pop_R20,Weight_person_pop_R21,Weight_person_pop_R22,Weight_person_pop_R23,qn30a,qn30d,qn31a,qn31d,qn31e,qn31f,qn31f_months,qn32a,qn32d,qn32e,qn33a,qn33d,qn33e,qn33f,qn33f_months,qn34a,qn34d,qn34e,qn34f,qn34f_months,qn35a,qn38a,qn38b,qn38c,ui_soi_pubassist,ui_soi,Weight_household,Weight_household_pop,Weight_household_R1,Weight_household_R2,Weight_household_R3,Weight_household_R4,Weight_household_R5,Weight_household_R6,Weight_household_R7,Weight_household_R8,Weight_household_R9,Weight_household_R10,Weight_household_R11,Weight_household_R12,Weight_household_R13,Weight_household_R14,Weight_household_R15,Weight_household_R16,Weight_household_R17,Weight_household_R18,Weight_household_R19,Weight_household_R20,Weight_household_R21,Weight_household_R22,Weight_household_R23,Weight_household_pop_R1,Weight_household_pop_R2,Weight_household_pop_R3,Weight_household_pop_R4,Weight_household_pop_R5,Weight_household_pop_R6,Weight_household_pop_R7,Weight_household_pop_R8,Weight_household_pop_R9,Weight_household_pop_R10,Weight_household_pop_R11,Weight_household_pop_R12,Weight_household_pop_R13,Weight_household_pop_R14,Weight_household_pop_R15,Weight_household_pop_R16,Weight_household_pop_R17,Weight_household_pop_R18,Weight_household_pop_R19,Weight_household_pop_R20,Weight_household_pop_R21,Weight_household_pop_R22,Weight_household_pop_R23,ui_agect_arrival,qn17_01,qn17_02,qn17_03,qn17_04,qn17_05,qn17_06,qn17_07,qn17_08,qn17_97,qn26ha_01,qn26ha_02,qn26ha_03,qn26ha_04,qn26ha_05,qn26ha_06,qn26ha_07,qn26ha_08,qn26ha_97,qn29a_01,qn29a_02,qn29a_03,qn29a_04,qn29a_05,qn29a_06,qn29a_07,qn29a_08,qn29a_09,qn29a_10,qn29a_11,qn29a_12,qn29a_97,qn29d_01,qn29d_02,qn29d_03,qn29d_04,qn29d_97,qn30b_01,qn30b_02,qn30b_03,qn30b_04,qn30b_05,qn31b_01,qn31b_02,qn31b_03,qn31b_04,qn31b_05,qn32b_01,qn32b_02,qn32b_03,qn32b_04,qn32b_05,qn33b_01,qn33b_02,qn33b_03,qn33b_04,qn33b_05,qn34b_01,qn34b_02,qn34b_03,qn34b_04,qn34b_05,ui_qn8a_annual,ui_qn10a_annual,ui_cashassist,ui_lfp,ui_emprate,ui_medicaidrma,ui_lpr,ui_school,ui_work
,5926,59262,0,2,2,4,2,1,998.00,2,97,96,97,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,39.00,0.49,0.49,0.51,0.53,0.48,0.50,0.50,0.57,0.48,0.41,0.54,0.47,0.54,0.47,0.50,0.49,,0.54,0.50,0.48,0.51,0.52,0.50,40.83,39.92,41.39,43.30,39.15,41.04,40.40,47.00,39.34,33.96,43.60,38.50,43.79,38.38,40.65,39.88,,44.11,40.89,39.36,40.42,40.93,39.02,1,,1,,,2,,1,,,1,,,2,,1,,,8,,1,1,1500.00,2,1,5,1.26,99.16,1.22,1.21,1.28,1.29,1.27,1.27,1.27,1.31,1.28,1.19,1.30,1.20,1.30,1.22,1.25,1.24,,1.30,1.30,1.21,1.25,1.33,1.31,101.72,100.17,105.59,106.67,105.64,104.08,104.80,108.09,106.44,98.77,106.20,99.22,106.46,100.95,102.55,102.53,,106.69,107.27,99.78,101.11,106.28,103.12,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5931,59314,0,2,4,5,4,,5.00,1,6,6,97,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,443.90,3.53,5.93,5.92,6.07,5.20,5.12,5.55,5.75,5.23,5.78,5.71,5.70,5.66,5.20,6.05,5.21,5.57,5.94,,7.08,5.50,6.53,5.55,291.02,480.96,482.56,497.38,426.03,416.62,451.25,470.38,430.31,473.96,463.89,464.96,457.66,425.03,491.10,423.99,452.13,482.75,,577.50,436.90,516.23,433.80,2,98,1,,,3,3,1,,,1,,,3,0,1,,,3,0,1,1,725.00,1,1,3,1.45,113.79,1.48,1.39,1.47,1.46,1.48,1.38,1.43,1.51,1.47,1.40,1.53,1.42,1.43,1.45,1.42,1.40,1.48,1.48,,1.40,1.43,1.50,1.49,123.34,114.56,121.02,121.04,123.10,113.34,118.32,124.89,122.35,115.61,125.16,117.75,117.28,119.57,117.03,115.26,121.86,121.77,,115.75,115.49,119.92,117.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5931,59312,0,2,2,5,2,1,998.00,2,6,6,97,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,108.73,1.32,1.27,1.52,1.35,1.50,1.29,1.35,1.46,1.40,1.38,1.37,1.36,1.36,1.39,1.57,1.31,1.38,1.51,,1.35,1.43,1.50,1.42,108.62,103.07,123.53,110.70,122.53,104.81,109.91,119.65,114.84,113.37,111.43,110.70,110.14,113.43,127.20,106.73,111.88,122.36,,110.39,113.53,118.50,110.73,2,98,1,,,3,3,1,,,1,,,3,0,1,,,3,0,1,1,725.00,1,1,3,1.45,113.79,1.48,1.39,1.47,1.46,1.48,1.38,1.43,1.51,1.47,1.40,1.53,1.42,1.43,1.45,1.42,1.40,1.48,1.48,,1.40,1.43,1.50,1.49,123.34,114.56,121.02,121.04,123.10,113.34,118.32,124.89,122.35,115.61,125.16,117.75,117.28,119.57,117.03,115.26,121.86,121.77,,115.75,115.49,119.92,117.87,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5931,59313,0,2,3,5,4,,7.00,1,6,6,97,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,443.90,3.53,5.93,5.92,6.07,5.20,5.12,5.55,5.75,5.23,5.78,5.71,5.70,5.66,5.20,6.05,5.21,5.57,5.94,,7.08,5.50,6.53,5.55,291.02,480.96,482.56,497.38,426.03,416.62,451.25,470.38,430.31,473.96,463.89,464.96,457.66,425.03,491.10,423.99,452.13,482.75,,577.50,436.90,516.23,433.80,2,98,1,,,3,3,1,,,1,,,3,0,1,,,3,0,1,1,725.00,1,1,3,1.45,113.79,1.48,1.39,1.47,1.46,1.48,1.38,1.43,1.51,1.47,1.40,1.53,1.42,1.43,1.45,1.42,1.40,1.48,1.48,,1.40,1.43,1.50,1.49,123.34,114.56,121.02,121.04,123.10,113.34,118.32,124.89,122.35,115.61,125.16,117.75,117.28,119.57,117.03,115.26,121.86,121.77,,115.75,115.49,119.92,117.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5931,59315,0,2,5,5,4,,4.00,1,6,6,97,2016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,443.90,3.53,5.93,5.92,6.07,5.20,5.12,5.55,5.75,5.23,5.78,5.71,5.70,5.66,5.20,6.05,5.21,5.57,5.94,,7.08,5.50,6.53,5.55,291.02,480.96,482.56,497.38,426.03,416.62,451.25,470.38,430.31,473.96,463.89,464.96,457.66,425.03,491.10,423.99,452.13,482.75,,577.50,436.90,516.23,433.80,2,98,1,,,3,3,1,,,1,,,3,0,1,,,3,0,1,1,725.00,1,1,3,1.45,113.79,1.48,1.39,1.47,1.46,1.48,1.38,1.43,1.51,1.47,1.40,1.53,1.42,1.43,1.45,1.42,1.40,1.48,1.48,,1.40,1.43,1.50,1.49,123.34,114.56,121.02,121.04,123.10,113.34,118.32,124.89,122.35,115.61,125.16,117.75,117.28,119.57,117.03,115.26,121.86,121.77,,115.75,115.49,119.92,117.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5931,59311,1,2,1,5,1,1,28.00,1,6,6,97,2016,4,,12,5,97,97,4,3,2,2,1,2,1,,40,,14.00,,,,,,,,,,52,40,33000.00,9,,2016,2,1,1,1,,1,,,,24,2,,,13,2,2,9,,2017,,1,1,2,1,,1.30,101.32,1.19,1.24,1.35,1.26,1.27,1.21,1.30,1.36,1.28,1.32,1.29,1.32,1.26,1.28,1.42,1.25,1.28,1.39,,1.29,1.34,1.40,1.31,98.00,100.86,110.00,102.91,104.10,98.93,105.25,110.96,105.33,108.31,105.09,107.58,102.11,104.63,115.68,102.07,103.68,113.37,,105.17,106.24,110.66,102.16,2,98,1,,,3,3,1,,,1,,,3,0,1,,,3,0,1,1,725.00,1,1,3,1.45,113.79,1.48,1.39,1.47,1.46,1.48,1.38,1.43,1.51,1.47,1.40,1.53,1.42,1.43,1.45,1.42,1.40,1.48,1.48,,1.40,1.43,1.50,1.49,123.34,114.56,121.02,121.04,123.10,113.34,118.32,124.89,122.35,115.61,125.16,117.75,117.28,119.57,117.03,115.26,121.86,121.77,,115.75,115.49,119.92,117.87,2,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,0,1
,5940,59403,0,1,3,3,15,4,35.00,1,10,10,1,2018,4,2,9,2,5,97,3,2,1,6,,2,1,,40,,14.00,,,,,,,,,,52,40,999998.00,9,,2019,2,5,1,1,,2,2,1,1,24,2,,,97,7,2,8,,,2,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1600.00,1,2,7,1.75,137.54,1.70,1.74,1.75,1.73,1.68,1.92,1.74,1.68,1.77,1.64,1.72,1.84,1.78,,1.80,1.77,1.77,1.74,1.69,1.86,1.76,1.73,1.74,141.96,143.75,144.29,143.31,139.30,158.07,143.88,138.78,146.89,135.93,140.79,152.45,145.71,,147.83,146.38,145.18,143.11,138.62,154.04,141.85,138.79,137.38,3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,1,1
,5940,59402,0,1,2,3,15,4,42.00,1,10,10,1,2014,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1600.00,1,2,7,1.75,137.54,1.70,1.74,1.75,1.73,1.68,1.92,1.74,1.68,1.77,1.64,1.72,1.84,1.78,,1.80,1.77,1.77,1.74,1.69,1.86,1.76,1.73,1.74,141.96,143.75,144.29,143.31,139.30,158.07,143.88,138.78,146.89,135.93,140.79,152.45,145.71,,147.83,146.38,145.18,143.11,138.62,154.04,141.85,138.79,137.38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5940,59401,1,1,1,3,1,4,53.00,1,10,10,1,2014,4,,9,2,4,97,4,4,1,1,,2,1,,40,,18.00,,,,,,,,,,52,40,999998.00,9,,2014,2,10,5,1,,1,,,,36,2,,,14,7,2,8,,,2,1,1,5,4,,1.85,143.45,1.78,1.89,1.82,1.83,1.85,1.85,1.87,1.75,1.68,1.80,1.71,2.09,1.70,,1.95,1.86,1.83,1.71,1.89,1.93,1.77,1.84,1.84,146.53,153.20,148.33,149.82,151.45,150.50,151.63,142.84,138.02,147.63,139.24,170.42,137.44,,158.43,151.05,148.77,138.65,153.65,157.71,140.56,145.07,143.49,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,1600.00,1,2,7,1.75,137.54,1.70,1.74,1.75,1.73,1.68,1.92,1.74,1.68,1.77,1.64,1.72,1.84,1.78,,1.80,1.77,1.77,1.74,1.69,1.86,1.76,1.73,1.74,141.96,143.75,144.29,143.31,139.30,158.07,143.88,138.78,146.89,135.93,140.79,152.45,145.71,,147.83,146.38,145.18,143.11,138.62,154.04,141.85,138.79,137.38,4,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,0,1
,5951,59512,0,1,2,2,2,1,57.00,2,5,5,39,2014,2,2,10,4,1,,4,3,2,2,2,2,1,,40,,8.50,,,,,,,,,,46,40,999998.00,8,,,3,1,98,1,,2,2,6,1,4,2,,,3,7,1,,,,2,1,1,7,1,,1.53,118.52,1.56,1.55,1.51,1.51,1.66,1.46,1.51,1.59,1.50,1.50,1.44,1.49,1.42,1.52,1.67,,1.38,1.52,1.51,1.51,1.54,1.56,1.49,128.47,125.56,122.82,123.92,135.93,118.80,122.80,130.15,123.53,123.36,117.02,121.57,114.84,123.87,135.43,,112.42,123.90,123.14,123.02,122.69,123.31,116.79,1,,1,,,2,,1,,,1,,,3,3,1,,,2,,1,1,535.00,8,2,7,1.26,99.35,1.23,1.30,1.28,1.30,1.35,1.25,1.29,1.27,1.28,1.30,1.19,1.20,1.23,1.24,1.34,,1.21,1.26,1.23,1.34,1.26,1.26,1.24,103.05,107.14,105.26,107.46,111.61,102.99,107.03,104.72,106.30,107.56,97.01,99.66,100.45,102.47,109.85,,99.06,103.78,101.52,110.98,101.53,100.95,98.13,4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,6,1
,5951,59511,1,1,1,2,1,1,55.00,1,5,5,39,2014,2,,9,2,5,97,4,4,1,1,,1,,,,,,,,,,,2,0,3,1,0,30,0.00,1,2,2015,2,10,1,1,,1,,,,4,2,,,13,7,1,,,,2,2,1,4,1,,1.65,128.48,1.67,1.63,1.62,1.64,1.73,1.59,1.66,1.64,1.61,1.66,1.59,1.64,1.53,1.72,1.80,,1.55,1.56,1.72,1.61,1.64,1.71,1.63,138.11,132.35,131.74,133.91,141.55,129.21,134.48,134.47,132.35,136.36,129.09,133.93,123.78,140.68,146.21,,125.89,126.86,140.10,131.44,130.06,134.90,126.96,1,,1,,,2,,1,,,1,,,3,3,1,,,2,,1,1,535.00,8,2,7,1.26,99.35,1.23,1.30,1.28,1.30,1.35,1.25,1.29,1.27,1.28,1.30,1.19,1.20,1.23,1.24,1.34,,1.21,1.26,1.23,1.34,1.26,1.26,1.24,103.05,107.14,105.26,107.46,111.61,102.99,107.03,104.72,106.30,107.56,97.01,99.66,100.45,102.47,109.85,,99.06,103.78,101.52,110.98,101.53,100.95,98.13,4,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,2,0,2
,5958,59582,0,2,2,2,4,4,38.00,2,6,97,34,2017,2,2,0,1,1,,3,4,1,2,2,2,1,,10,,14.00,,,,,,,,,,98,10,999998.00,8,,,2,6,1,1,,1,,,,32,2,,,2,7,2,8,,,2,1,1,4,8,,1.88,145.82,2.07,1.91,1.77,1.83,1.87,1.77,1.88,1.86,1.81,1.93,1.83,1.76,1.73,1.89,1.75,1.83,2.19,1.74,,1.88,1.79,1.82,1.88,170.60,155.19,144.08,150.08,153.45,144.06,152.53,152.54,148.60,158.09,148.71,143.76,140.09,154.71,141.99,149.19,178.10,141.13,,153.47,142.26,143.85,147.12,2,12,2,12,8,1,,2,8,1,1,,,2,,1,,,2,,1,1,1100.00,1,1,5,1.57,123.49,1.59,1.59,1.64,1.53,1.54,1.49,1.62,1.63,1.60,1.66,1.50,1.52,1.54,1.56,1.65,1.50,1.62,1.62,,1.54,1.59,1.59,1.58,132.90,131.26,135.63,126.88,127.59,122.80,134.18,134.60,133.01,137.41,122.57,125.67,126.20,128.75,135.74,123.58,133.14,133.26,,127.18,128.67,127.03,124.98,3,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,1,1,1,999,1,0,1
,5958,59581,1,2,1,2,1,5,75.00,2,6,97,34,2017,2,,0,1,1,,4,4,1,2,2,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,33,2,,,2,7,2,1,9,2018,,2,2,4,1,,1.72,133.83,1.99,1.70,1.70,1.73,1.72,1.62,1.76,1.74,1.66,1.69,1.69,1.61,1.65,1.67,1.59,1.62,2.08,1.66,,1.65,1.69,1.68,1.72,163.87,137.71,138.68,141.43,140.93,131.79,143.27,142.51,136.50,138.68,137.23,131.33,133.40,136.28,128.91,131.96,169.14,135.30,,134.34,134.36,132.48,134.36,2,12,2,12,8,1,,2,8,1,1,,,2,,1,,,2,,1,1,1100.00,1,1,5,1.57,123.49,1.59,1.59,1.64,1.53,1.54,1.49,1.62,1.63,1.60,1.66,1.50,1.52,1.54,1.56,1.65,1.50,1.62,1.62,,1.54,1.59,1.59,1.58,132.90,131.26,135.63,126.88,127.59,122.80,134.18,134.60,133.01,137.41,122.57,125.67,126.20,128.75,135.74,123.58,133.14,133.26,,127.18,128.67,127.03,124.98,5,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,1,2,3,1,1,0,3
,5959,59593,0,2,3,3,4,4,16.00,2,9,96,97,2017,3,2,7,1,1,,4,1,1,2,1,2,1,,18,,13.00,,,,,,,,,,24,18,3000.00,1,10,2019,3,2,1,1,,2,2,1,1,24,2,,,13,7,1,,,,2,1,1,5,1,,0.70,54.52,0.83,0.73,0.74,0.68,0.67,0.69,0.70,0.68,0.74,0.67,0.79,0.70,,0.67,0.61,0.68,0.70,0.70,0.68,0.66,0.70,0.69,0.71,68.53,59.50,59.98,56.02,54.75,56.45,56.61,55.31,60.62,54.59,64.46,57.05,,54.73,49.72,54.99,57.02,57.05,55.68,53.43,55.59,54.78,55.71,2,5,1,,,1,,1,,,2,1,1,3,1,1,,,2,,1,1,1500.00,1,1,3,0.63,49.47,0.66,0.65,0.65,0.62,0.64,0.62,0.64,0.62,0.62,0.65,0.63,0.65,,0.64,0.60,0.62,0.63,0.64,0.60,0.60,0.64,0.64,0.62,54.99,53.64,53.24,51.70,53.48,50.77,52.78,51.37,51.31,54.06,51.83,53.98,,52.62,49.37,51.25,51.91,52.26,49.04,49.62,51.32,51.40,49.23,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,,,,,,,,,,,1,1,1,0,0,,,,,,,,1,1,1,1,2,1,1
,5959,59591,1,2,1,3,1,2,37.00,2,9,96,97,2017,3,,5,1,5,97,4,3,1,2,2,1,,,,,,,,,,,2,44,1,1,40,40,2500.00,1,6,2017,2,5,1,2,6,1,,,,24,2,,,13,1,1,,,,2,2,2,5,1,,0.54,41.65,0.57,0.56,0.53,0.50,0.50,0.54,0.54,0.54,0.54,0.53,0.59,0.55,,0.53,0.47,0.53,0.55,0.55,0.51,0.51,0.54,0.53,0.53,46.96,45.69,43.57,40.94,41.22,44.18,43.70,44.00,44.44,43.09,47.67,44.65,,42.95,38.01,43.36,44.35,44.81,41.87,41.90,42.98,42.19,41.36,2,5,1,,,1,,1,,,2,1,1,3,1,1,,,2,,1,1,1500.00,1,1,3,0.63,49.47,0.66,0.65,0.65,0.62,0.64,0.62,0.64,0.62,0.62,0.65,0.63,0.65,,0.64,0.60,0.62,0.63,0.64,0.60,0.60,0.64,0.64,0.62,54.99,53.64,53.24,51.70,53.48,50.77,52.78,51.37,51.31,54.06,51.83,53.98,,52.62,49.37,51.25,51.91,52.26,49.04,49.62,51.32,51.40,49.23,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,,,,,,,,,,,1,1,1,0,0,,,,,,,,1,2,3,1,2,0,2
,5959,59592,0,2,2,3,4,4,19.00,2,9,96,97,2017,3,2,9,1,1,,3,1,1,2,1,2,1,,20,,14.00,,,,,,,,,,40,20,1250.00,1,2,2019,3,5,1,1,,2,2,1,1,24,2,,,13,7,1,,,,2,1,1,5,1,,0.66,51.43,0.73,0.67,0.69,0.61,0.70,0.66,0.65,0.67,0.67,0.64,0.71,0.65,,0.64,0.60,0.65,0.67,0.69,0.62,0.63,0.67,0.66,0.66,60.03,53.91,56.19,49.70,57.36,53.60,52.70,54.61,55.32,52.42,57.60,52.90,,52.10,48.98,52.87,54.44,56.14,50.51,51.62,53.20,52.16,51.39,2,5,1,,,1,,1,,,2,1,1,3,1,1,,,2,,1,1,1500.00,1,1,3,0.63,49.47,0.66,0.65,0.65,0.62,0.64,0.62,0.64,0.62,0.62,0.65,0.63,0.65,,0.64,0.60,0.62,0.63,0.64,0.60,0.60,0.64,0.64,0.62,54.99,53.64,53.24,51.70,53.48,50.77,52.78,51.37,51.31,54.06,51.83,53.98,,52.62,49.37,51.25,51.91,52.26,49.04,49.62,51.32,51.40,49.23,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,,,,,,,,,,,1,1,1,0,0,,,,,,,,1,1,1,1,2,1,1
,5964,59643,0,2,3,4,4,,6.00,2,97,6,97,2017,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,84.77,0.96,1.02,1.05,0.63,1.09,1.05,1.14,1.09,1.12,1.06,1.10,0.97,1.06,1.34,1.45,1.14,1.01,1.15,1.09,,1.09,1.11,1.14,79.05,82.89,85.83,51.25,88.99,85.14,92.26,89.41,92.37,86.66,89.54,79.12,85.56,109.47,117.82,92.91,81.79,93.31,88.67,,86.78,87.76,89.24,2,98,1,,,2,,1,,,1,,,3,0,1,,,3,0,1,1,675.00,1,1,5,1.19,93.82,1.24,1.19,1.19,1.15,1.25,1.14,1.22,1.21,1.20,1.29,1.17,1.15,1.14,1.25,1.20,1.16,1.23,1.25,1.18,,1.16,1.19,1.20,103.77,98.36,98.35,95.12,103.65,93.83,100.66,100.21,100.10,106.48,96.04,95.26,93.05,103.55,98.44,96.00,100.82,102.86,97.34,,93.80,95.45,95.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5964,59642,0,2,2,4,2,1,26.00,2,6,6,97,2017,3,2,6,2,4,97,4,3,2,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,2,2,,,3,2,2,9,,2018,,1,1,1,4,,0.83,64.09,0.82,0.81,0.85,0.79,0.90,0.79,0.81,0.82,0.80,0.86,0.76,0.71,0.77,0.82,0.87,0.80,0.84,0.92,0.83,,0.84,0.85,0.83,67.92,65.79,69.42,64.63,73.74,64.05,66.18,66.96,65.78,70.77,61.44,57.99,62.08,67.34,70.92,65.33,68.45,74.45,67.29,,66.44,67.23,65.07,2,98,1,,,2,,1,,,1,,,3,0,1,,,3,0,1,1,675.00,1,1,5,1.19,93.82,1.24,1.19,1.19,1.15,1.25,1.14,1.22,1.21,1.20,1.29,1.17,1.15,1.14,1.25,1.20,1.16,1.23,1.25,1.18,,1.16,1.19,1.20,103.77,98.36,98.35,95.12,103.65,93.83,100.66,100.21,100.10,106.48,96.04,95.26,93.05,103.55,98.44,96.00,100.82,102.86,97.34,,93.80,95.45,95.16,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,0,3
,5964,59641,1,2,1,4,1,1,37.00,1,6,6,97,2017,3,,12,5,5,97,2,2,2,1,,2,1,,40,,15.00,,,,,,,,,,51,40,999998.00,1,7,2017,2,6,98,1,,2,2,7,1,2,2,,,13,2,2,9,,2018,,1,1,4,2,3,0.77,59.72,0.74,0.79,0.76,0.73,0.77,0.74,0.78,0.76,0.73,0.82,0.71,0.69,0.71,0.76,0.79,0.77,0.78,0.85,0.77,,0.78,0.79,0.77,61.28,64.37,61.82,60.08,62.64,60.45,63.38,62.09,60.33,67.62,57.95,56.36,57.56,62.11,64.50,62.48,63.43,68.98,62.45,,62.17,62.78,60.04,2,98,1,,,2,,1,,,1,,,3,0,1,,,3,0,1,1,675.00,1,1,5,1.19,93.82,1.24,1.19,1.19,1.15,1.25,1.14,1.22,1.21,1.20,1.29,1.17,1.15,1.14,1.25,1.20,1.16,1.23,1.25,1.18,,1.16,1.19,1.20,103.77,98.36,98.35,95.12,103.65,93.83,100.66,100.21,100.10,106.48,96.04,95.26,93.05,103.55,98.44,96.00,100.82,102.86,97.34,,93.80,95.45,95.16,3,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,7,1
